,BLDG/RM,COURSE,CREDIT,CRN,DAY/TIME,FROM / TO,INSTR.,SECT,STATUS,SUBJ
620,2020 K 20,Algorithms & Data Structures,3.00,91741,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Bellaachia, A",10,CLOSED,CSCI
621,TOMP 411,Laboratory,0.00,91742,F10:30AM - 12:20PM,01/13/14 - 04/28/14,,30,OPEN,CSCI
622,TOMP 405,Laboratory,0.00,91743,F01:00PM - 02:50PM,01/13/14 - 04/28/14,,31,CLOSED,CSCI
623,TOMP 205,Algorithms & Data Structures,3.00,98932,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Bellaachia, A; Youssef, A",11,OPEN,CSCI
624,TOMP 205,Algorithms & Data Structures,0.00,98933,F10:30AM - 12:20PM,01/13/14 - 04/28/14,,32,OPEN,CSCI
625,COR 101,Introduction to C Computing,3.00,90850,TR08:00AM - 09:15AM,01/13/14 - 04/28/14,"Bari, A",10,CLOSED,CSCI
626,TOMP 411,Laboratory,0.00,91471,W05:10PM - 06:00PM,01/13/14 - 04/28/14,"Mani, G",30,CLOSED,CSCI
627,TOMP 211,Laboratory,0.00,94170,F09:35AM - 10:25AM,01/13/14 - 04/28/14,"Mani, G",31,CLOSED,CSCI
628,TOMP 411,Laboratory,0.00,92278,M10:30AM - 11:20AM,01/13/14 - 04/28/14,"Mani, G",32,OPEN,CSCI
629,TOMP 411,Laboratory,0.00,94079,F09:35AM - 10:25AM,01/13/14 - 04/28/14,"Feng, X",33,OPEN,CSCI
630,DUQUES 250,Data Structures,3.00,94808,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Bari, A",10,OPEN,CSCI
631,TOMP 411,Laboratory,0.00,94809,W07:30PM - 09:20PM,01/13/14 - 04/28/14,"Kowsari, K",30,OPEN,CSCI
632,MPA 310,Discrete Structures,3.00,91289,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Youssef, A",10,CLOSED,CSCI
633,1776 G 168,Laboratory,0.00,93000,M11:10AM - 12:00PM,01/13/14 - 04/28/14,"Wang, R",30,CLOSED,CSCI
634,GOV 101,Laboratory,0.00,93029,M02:20PM - 03:10PM,01/13/14 - 04/28/14,"Wang, R",31,CLOSED,CSCI
635,1957 E 214,Software Engineering,3.00,91867,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Kulczycki, G",10,OPEN,CSCI
636,TOMP 411,Laboratory,0.00,91868,M08:50AM - 10:00AM,01/13/14 - 04/28/14,"Liu, G",30,OPEN,CSCI
637,TOMP 201,Database Systems&Team; Projects,3.00,93183,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Zhang, N",10,CLOSED,CSCI
638,TOMP 405,Laboratory,0.00,93184,M06:10PM - 08:00PM,01/13/14 - 04/28/14,"Nguyen, K",30,OPEN,CSCI
639,TOMP 410,Laboratory,0.00,94078,W06:10PM - 08:00PM,01/13/14 - 04/28/14,"Nguyen, K",31,OPEN,CSCI
640,1957 E 211,Probablity for Computer Sci,3.00,95707,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Monteleoni, C",80,OPEN,CSCI
641,1957 E 211,Probability for Computer Sci,3.00,95709,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Monteleoni, C",80,CLOSED,CSCI
642,TOMP 201,Systems Programming,3.00,95768,T06:10PM - 08:40PM,01/13/14 - 04/28/14,"Williams, Y",10,OPEN,CSCI
643,TOMP 211,Laboratory,0.00,97705,T09:35AM - 10:25AM,01/13/14 - 04/28/14,"Marshall, J",30,OPEN,CSCI
644,TOMP 211,Laboratory,0.00,97706,T11:10AM - 12:00PM,01/13/14 - 04/28/14,"Marshall, J",31,CLOSED,CSCI
645,TOMP 411,Introduction to Bioinformatics,3.00,93112,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Lienau, E",80,OPEN,CSCI
646,TOMP 411,Introduction to Bioinformatics,3.00,92922,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Lienau, E",80,OPEN,BISC
647,MPA 305,Algorithms for Comp Sci,3.00,96528,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Drumwright, E",80,OPEN,CSCI
648,MPA 305,Algorithms for Comp Sci,3.00,96529,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Drumwright, E",80,OPEN,CSCI
649,MON 351,Spec Top in Trusted Computing,3.00,96530,R06:10PM - 08:40PM,01/13/14 - 04/28/14,"Narahari, B",82,OPEN,CSCI
650,MON 351,Spec Top in Trusted Computing,3.00,96531,R06:10PM - 08:40PM,01/13/14 - 04/28/14,"Narahari, B",82,OPEN,CSCI
651,TOMP 205,Operating Sys Special Topics,3.00,94710,M06:10PM - 08:40PM,01/13/14 - 04/28/14,"Parmer, G",83,OPEN,CSCI
652,TOMP 205,Operating Sys Special Topics,3.00,94709,M06:10PM - 08:40PM,01/13/14 - 04/28/14,"Parmer, G",83,OPEN,CSCI
653,ROME 351,Intro to Statistical NLP,3.00,95119,T06:10PM - 08:40PM,01/13/14 - 04/28/14,"Diab, M",84,OPEN,CSCI
654,ROME 351,Intro to Statistical NLP,3.00,95118,T06:10PM - 08:40PM,01/13/14 - 04/28/14,"Diab, M",84,OPEN,CSCI
655,TOMP 405,Software Foundations,3.00,97123,W03:30PM - 06:00PM,01/13/14 - 04/28/14,"Clarkson, M",85,OPEN,CSCI
656,TOMP 405,Software Foundations,3.00,97124,W03:30PM - 06:00PM,01/13/14 - 04/28/14,"Clarkson, M",85,OPEN,CSCI
657,,Continuing Research - Masters,1.00,91342,,01/13/14 - 04/28/14,"Hergenrather, K",10,OPEN,CNSL
658,,Cont Research - Doctoral,1.00,91387,,01/13/14 - 04/28/14,"Lanthier, R",10,OPEN,CNSL
659,MON 110,Prof/Ethical Orientation-Cnslg,3.00,96315,T05:10PM - 07:00PM,01/13/14 - 04/28/14,"Pasi, R",80,CLOSED,CNSL
660,MON 110,Prof & Ethical Orient to CNSL,3.00,94292,T05:10PM - 07:00PM,01/13/14 - 04/28/14,"Pasi, R",80,OPEN,CNSL
661,,Topics in Career Couseling,3.00,93627,,01/13/14 - 04/28/14,,10,CANCELLED,CNSL
662,,Research and Independent Study,1.00 TO   3.00,90119,,01/13/14 - 04/28/14,"Garcia, J",10,OPEN,CNSL
663,,Research and Independent Study,1.00 TO   3.00,90551,,01/13/14 - 04/28/14,"Whitley, E",11,OPEN,CNSL
664,,Research and Independent Study,1.00 TO   3.00,90552,,01/13/14 - 04/28/14,"Hoare, C",12,OPEN,CNSL
665,,Research and Independent Study,1.00 TO   3.00,90553,,01/13/14 - 04/28/14,"Megivern, M",13,OPEN,CNSL
666,,Research and Independent Study,1.00 TO   3.00,90554,,01/13/14 - 04/28/14,"Hergenrather, K",14,CLOSED,CNSL
667,,Research and Independent Study,1.00 TO   3.00,90565,,01/13/14 - 04/28/14,"Marotta-Walters, S",15,OPEN,CNSL
668,,Research and Independent Study,1.00 TO   3.00,91208,,01/13/14 - 04/28/14,"Lanthier, R",16,OPEN,CNSL
669,,Research and Independent Study,1.00 TO   3.00,91338,,01/13/14 - 04/28/14,"Kim, S",17,OPEN,CNSL
670,,Research and Independent Study,1.00 TO   3.00,91399,,01/13/14 - 04/28/14,"Tschudi, P",18,OPEN,CNSL
671,,Research and Independent Study,1.00 TO   3.00,92488,,01/13/14 - 04/28/14,"Beveridge, S",19,OPEN,CNSL
672,,Research and Independent Study,1.00 TO   3.00,93091,,01/13/14 - 04/28/14,"Steen, S",20,OPEN,CNSL
673,MON 110,Prof & Ethical Orient to CNSL,3.00,94292,T05:10PM - 07:00PM,01/13/14 - 04/28/14,"Pasi, R",80,OPEN,CNSL
674,MON 110,Prof/Ethical Orientation-Cnslg,3.00,96315,T05:10PM - 07:00PM,01/13/14 - 04/28/14,"Pasi, R",80,CLOSED,CNSL
675,FNGR 220,Counseling Interview Skills,3.00,90117,M05:10PM - 07:00PM,01/13/14 - 04/28/14,"Siblo, M",10,OPEN,CNSL
676,MON 114,Theory & Techniques-Counseling,3.00,93790,R07:10PM - 09:00PM,01/13/14 - 04/28/14,"Miller, J",10,OPEN,CNSL
677,SWW 130,Career Counseling,3.00,93244,W07:10PM - 09:00PM,01/13/14 - 04/28/14,"Stowell, T",10,OPEN,CNSL
678,FNGR 221,Individual Assessmnt-Counselng,3.00,91238,W05:10PM - 07:00PM,01/13/14 - 04/28/14,"Barone, C",10,OPEN,CNSL
679,,Continuing Research - Masters,1.00,93980,,01/13/14 - 04/28/14,"Green, C",10,OPEN,CPED
680,,Continuing Research - Doctoral,1.00,93981,,01/13/14 - 04/28/14,,10,OPEN,CPED
681,,PedagogyLearningAssistant I,ARR,93982,,01/13/14 - 04/28/14,,10,CANCELLED,CPED
682,PHIL 414B,PedagogyLearningAssistantI,2.00,97631,R06:10PM - 08:00PM,01/13/14 - 04/28/14,"Sikorski, T",10,OPEN,CPED
683,,Research and Independent Study,3.00,93983,,01/13/14 - 04/28/14,"Green, C",10,OPEN,CPED
684,PHIL 414A,Intro. to Intl. Curricula,3.00,94973,W07:10PM - 09:00PM,01/13/14 - 04/28/14,"Connors, C",10,OPEN,CPED
685,,Practicum-Curriculum/Instructn,3.00 TO   6.00,94951,,01/13/14 - 04/28/14,"Tate, P",10,OPEN,CPED
686,,Post-Masters Internship-CPED,3.00 TO   6.00,95575,,01/13/14 - 04/28/14,"Green, C",10,OPEN,CPED
687,SWW 202,Pers & Res in Teach English,3.00,93989,T06:10PM - 08:30PM,01/13/14 - 04/28/14,"Benton, E",10,OPEN,CPED
688,SWW 14,Pers & Res in Teach Science,3.00,93990,T06:10PM - 08:30PM,01/13/14 - 04/28/14,"Sikorski, T",10,OPEN,CPED
689,PHIL 416,Pers&Res; in Teach Soc Studies,3.00,93991,T06:10PM - 08:30PM,01/13/14 - 04/28/14,"Sheppard, M",10,OPEN,CPED
690,,Pers & Res in Teach Math,3.00,96618,,01/13/14 - 04/28/14,,10,CANCELLED,CPED
691,BELL 105,Children's Literature,3.00,93992,W03:30PM - 06:00PM,01/13/14 - 04/28/14,"Sloan, K",10,OPEN,CPED
692,SEE DEPT,Instruct Models & Class Manage,3.00,98391,R05:30PM - 08:00PM,01/13/14 - 04/28/14,"Mitchell, M",10,CLOSED,CPED
693,SEE DEPT,Prof Intern in Middle Schl Ed,3.00 TO   6.00,95915,,01/13/14 - 04/28/14,"Haidemenos, J; Sheppard, M",10,CLOSED,CPED
694,SEE DEPT,Professional Internship:Sec Ed,3.00 TO   6.00,95916,T04:30PM - 05:30PM,01/13/14 - 04/28/14,"Rosenbaum, S; Sheppard, M",10,CLOSED,CPED
695,PHIL 510,Development and Diversity,3.00,94004,T06:10PM - 08:00PM,01/13/14 - 04/28/14,"Jordan, V; Green, C",10,OPEN,CPED
696,SEE DEPT,Teaching 2nd Lang Read&Writng;,3.00,98087,M05:30PM - 08:00PM,01/13/14 - 04/28/14,"Chamot, A",10,CLOSED,CPED
697,PHIL B152,Internshp/Elementary Education,3.00 TO   6.00,94007,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Balis, S; Neverson, P; Beck, S; Elbeze, B",10,OPEN,CPED
698,PHIL B152,Internshp/Elementary Education,3.00 TO   6.00,94009,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Neverson, P; Pasfield, N; Gross, L; Beck, S",12,OPEN,CPED
699,PHIL B152,Internshp/Elementary Education,3.00 TO   6.00,94008,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Beck, S; Elbeze, B; Rosenbaum, S; Neverson, P; Tomback, J",11,OPEN,CPED
700,PHIL B152,Internshp/Elementary Education,3.00 TO   6.00,94008,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Beck, S; Elbeze, B; Rosenbaum, S; Neverson, P; Tomback, J",11,OPEN,CPED
701,PHIL B152,Internshp/Elementary Education,3.00 TO   6.00,94009,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Neverson, P; Pasfield, N; Gross, L; Beck, S",12,OPEN,CPED
702,PHIL B152,Internshp/Elementary Education,3.00 TO   6.00,94007,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Balis, S; Neverson, P; Beck, S; Elbeze, B",10,OPEN,CPED
703,DUQUES 251,Statistics for Management,3.00,93911,W07:10PM - 09:40PM,01/13/14 - 04/28/14,"Khamooshi, H",10,OPEN,DNSC
704,MON 353,Computational Optimization,3.00,96559,M12:45PM - 03:15PM,01/13/14 - 04/28/14,"Lejeune, M",10,OPEN,DNSC
705,DUQUES 350,Forecasting for Analytics,1.50,96560,T07:10PM - 09:40PM,01/13/14 - 03/08/14,"Yenigun, D",10,OPEN,DNSC
706,DUQUES 353,Forecasting for Analytics,1.50,96561,T07:10PM - 09:40PM,03/17/14 - 04/28/14,"Yenigun, D",11,OPEN,DNSC
707,ROME 459,Decision Analytics,1.50,96562,T07:10PM - 09:40PM,03/17/14 - 04/28/14,"Delquie, P",10,OPEN,DNSC
708,DUQUES 250,Procurement & Contracting,3.00,92353,M07:10PM - 09:40PM,01/13/14 - 04/28/14,"Easley, P",10,OPEN,DNSC
709,DUQUES 251,Project Management Finance,3.00,94862,M07:10PM - 09:40PM,01/13/14 - 04/28/14,"Cathey, M",10,OPEN,DNSC
710,DUQUES 250,Opt. Models for Dec. Making,1.50,94864,T07:10PM - 09:40PM,01/13/14 - 03/08/14,"Jarrah, A",10,OPEN,DNSC
711,DUQUES 251,Risk Analysis for Dec. Making,1.50,94866,T07:10PM - 09:40PM,03/17/14 - 04/28/14,"Kettunen, J",10,OPEN,DNSC
712,DUQUES 251,Intro to Project & Program Mgt,3.00,92354,R07:10PM - 09:40PM,01/13/14 - 04/28/14,"Griffith, A",10,OPEN,DNSC
713,DUQUES 250,Planning and Scheduling,3.00,94265,W07:10PM - 09:40PM,01/13/14 - 04/28/14,"Jain, S",10,OPEN,DNSC
714,DUQUES 250,Project Management Application,3.00,92356,R07:10PM - 09:40PM,01/13/14 - 04/28/14,"Khamooshi, H",10,OPEN,DNSC
715,DUQUES 356,Adv Stat. Modeling Analysis,3.00,92358,T06:10PM - 08:40PM,01/13/14 - 04/28/14,"Kanungo, S",10,OPEN,DNSC
716,DUQUES 254,Appl'dForecast/TimeSeriesAna,3.00,92851,W04:30PM - 07:00PM,01/13/14 - 04/28/14,"Soyer, R",10,OPEN,DNSC
717,1957 E 213ANDCOR 106,Data Mining,3.00,96588,W07:25PM - 09:55PMANDW07:25PM - 09:55PM,01/13/14 - 04/28/14,"Yenigun, D",10,WAITLIST,DNSC
718,DUQUES 350,Data Mining,3.00,96589,R07:10PM - 09:40PM,01/13/14 - 04/28/14,"Prasad, S",11,OPEN,DNSC
719,DUQUES 651,Sustainable Supply Chains,1.50,93380,R10:30AM - 01:00PM,01/13/14 - 03/08/14,"Matta, M",10,OPEN,DNSC
720,DUQUES 351,Social Network Analytics,1.50,93735,M07:10PM - 09:40PM,01/13/14 - 03/08/14,"Kanungo, S",11,OPEN,DNSC
721,DUQUES 255,Supply Chain Risk Analytics,1.50,95225,R04:30PM - 07:00PM,01/13/14 - 03/08/14,"Lejeune, M",12,OPEN,DNSC
722,DUQUES 151,CommunicStrat in Proj Mgt,3.00,95226,T07:10PM - 09:40PM,01/13/14 - 04/28/14,"Keleher, J",13,OPEN,DNSC
723,SMTH 401B,East Asian Calligraphy,3.00,92937,T07:10PM - 09:40PM,01/13/14 - 04/28/14,"Wang, J",80,CLOSED,EALL
724,SMTH 401B,East Asian Calligraphy,3.00,93261,T07:10PM - 09:40PM,01/13/14 - 04/28/14,"Wang, J",80,CLOSED,"FA
	"
725,FNGR 223,"Myth, Ritual&Pop; Rel in China",3.00,96738,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Tavor, O",80,OPEN,EALL
726,FNGR 223,"Myth, Ritual&Pop; Rel in China",3.00,96737,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Tavor, O",80,OPEN,"REL
"
727,,Independent Study,1.00 TO   3.00,93135,,01/13/14 - 04/28/14,"Kim-Renaud, Y",10,OPEN,EALL
728,1957 E 113,Principles of Economics,3.00,90143,MW11:10AM - 12:00PM,01/13/14 - 04/28/14,"Suranovic, S",10,OPEN,ECON
729,PHIL 217,Discussion,0.00,90144,F08:00AM - 08:50AM,01/13/14 - 04/28/14,,30,OPEN,ECON
730,ROME 459,Discussion,0.00,90145,F09:35AM - 10:25AM,01/13/14 - 04/28/14,,31,OPEN,ECON
731,ROME 459,Discussion,0.00,90146,F11:10AM - 12:00PM,01/13/14 - 04/28/14,,32,OPEN,ECON
732,PHIL 217,Discussion,0.00,90147,F12:45PM - 01:35PM,01/13/14 - 04/28/14,,33,OPEN,ECON
733,PHIL 217,Discussion,0.00,90148,F02:20PM - 03:10PM,01/13/14 - 04/28/14,,34,OPEN,ECON
734,PHIL 416,Discussion,0.00,90149,F03:55PM - 04:45PM,01/13/14 - 04/28/14,,35,OPEN,ECON
735,ROME 350,Discussion,0.00,92923,F11:10AM - 12:00PM,01/13/14 - 04/28/14,,36,CLOSED,ECON
736,PHIL 416,Discussion,0.00,92924,F12:45PM - 01:35PM,01/13/14 - 04/28/14,,37,OPEN,ECON
737,PHIL 416,Discussion,0.00,92925,F02:20PM - 03:10PM,01/13/14 - 04/28/14,,38,OPEN,ECON
738,1957 E 315,Discussion,0.00,93821,R11:10AM - 12:00PM,01/13/14 - 04/28/14,,39,OPEN,ECON
739,MON 352,Discussion,0.00,93822,R12:45PM - 01:35PM,01/13/14 - 04/28/14,,40,OPEN,ECON
740,MON 250,Discussion,0.00,93823,R02:20PM - 03:10PM,01/13/14 - 04/28/14,,41,CLOSED,ECON
741,AMES B117,Principles of Economics,3.00,91995,TR08:30AM - 09:45AM,01/13/14 - 04/28/14,"Riveros, J",MV,OPEN,ECON
742,1957 E 113,Principles of Economics,3.00,90150,TR02:20PM - 03:10PM,01/13/14 - 04/28/14,"Foster, I",10,OPEN,ECON
743,ROME 352,Discussion,0.00,90154,F08:00AM - 08:50AM,01/13/14 - 04/28/14,,30,CLOSED,ECON
744,FNGR 221,Discussion,0.00,90155,F09:35AM - 10:25AM,01/13/14 - 04/28/14,,31,CLOSED,ECON
745,FNGR 220,Discussion,0.00,90156,F11:10AM - 12:00PM,01/13/14 - 04/28/14,,32,OPEN,ECON
746,ROME 352,Discussion,0.00,90157,F12:45PM - 01:35PM,01/13/14 - 04/28/14,,33,CLOSED,ECON
747,FNGR 209,Discussion,0.00,90158,F02:20PM - 03:10PM,01/13/14 - 04/28/14,,34,CLOSED,ECON
748,ROME 352,Discussion,0.00,90159,F03:55PM - 04:45PM,01/13/14 - 04/28/14,,35,CLOSED,ECON
749,ROME 351,Discussion,0.00,90160,F08:00AM - 08:50AM,01/13/14 - 04/28/14,,36,OPEN,ECON
750,FNGR 220,Discussion,0.00,90161,F09:35AM - 10:25AM,01/13/14 - 04/28/14,,37,OPEN,ECON
751,FNGR 209,Discussion,0.00,90162,F11:10AM - 12:00PM,01/13/14 - 04/28/14,,38,CLOSED,ECON
752,ROME 351,Discussion,0.00,90163,F12:45PM - 01:35PM,01/13/14 - 04/28/14,,39,CLOSED,ECON
753,ROME 352,Discussion,0.00,90164,F02:20PM - 03:10PM,01/13/14 - 04/28/14,,40,OPEN,ECON
754,ROME 351,Discussion,0.00,90165,F03:55PM - 04:45PM,01/13/14 - 04/28/14,,41,OPEN,ECON
755,1957 E 113,Principles of Economics,3.00,90151,MW09:35AM - 10:25AM,01/13/14 - 04/28/14,"Samaniego, R",11,OPEN,ECON
756,ROME 351,Discussion,0.00,90166,R08:00AM - 08:50AM,01/13/14 - 04/28/14,,42,CLOSED,ECON
757,COR 111,Discussion,0.00,90167,R09:35AM - 10:25AM,01/13/14 - 04/28/14,,43,CLOSED,ECON
758,2020 K 10,Discussion,0.00,90168,R11:10AM - 12:00PM,01/13/14 - 04/28/14,,44,CLOSED,ECON
759,ROME 206,Discussion,0.00,90169,R08:00AM - 08:50AM,01/13/14 - 04/28/14,,45,OPEN,ECON
760,GELM 608,Discussion,0.00,91710,R09:35AM - 10:25AM,01/13/14 - 04/28/14,,46,OPEN,ECON
761,PHIL 111,Discussion,0.00,90170,R11:10AM - 12:00PM,01/13/14 - 04/28/14,,47,CLOSED,ECON
762,2020 K 11,Discussion,0.00,91608,R12:45PM - 01:35PM,01/13/14 - 04/28/14,,48,CLOSED,ECON
763,2020 K 25,Discussion,0.00,91609,R02:20PM - 03:10PM,01/13/14 - 04/28/14,,49,CLOSED,ECON
764,COR 111,Discussion,0.00,91610,R03:55PM - 04:45PM,01/13/14 - 04/28/14,,50,CLOSED,ECON
765,PHIL 111,Discussion,0.00,91306,R08:00AM - 08:50AM,01/13/14 - 04/28/14,,51,OPEN,ECON
766,BELL 106,Discussion,0.00,91307,R09:35AM - 10:25AM,01/13/14 - 04/28/14,,52,CLOSED,ECON
767,2020 K 11,Discussion,0.00,91308,R11:10AM - 12:00PM,01/13/14 - 04/28/14,,53,OPEN,ECON
768,1957 E 113,Principles of Economics,3.00,90152,TR12:45PM - 01:35PM,01/13/14 - 04/28/14,"Foster, I",12,OPEN,ECON
769,ROME 206,Discussion,0.00,92589,F05:00PM - 05:50PM,01/13/14 - 04/28/14,,54,CLOSED,ECON
770,ROME 351,Discussion,0.00,92590,F02:20PM - 03:10PM,01/13/14 - 04/28/14,,55,CLOSED,ECON
771,PHIL 111,Discussion,0.00,92591,F03:55PM - 04:45PM,01/13/14 - 04/28/14,,56,CLOSED,ECON
772,PHIL 110,Discussion,0.00,93294,F08:00AM - 08:50AM,01/13/14 - 04/28/14,,57,OPEN,ECON
773,FNGR 207,Discussion,0.00,93295,F09:35AM - 10:25AM,01/13/14 - 04/28/14,,58,CLOSED,ECON
774,FNGR 207,Discussion,0.00,93296,F11:10AM - 12:00PM,01/13/14 - 04/28/14,,59,CLOSED,ECON
775,PHIL 109,Discussion,0.00,93824,F05:00PM - 05:50PM,01/13/14 - 04/28/14,,60,CLOSED,ECON
776,PHIL 110,Discussion,0.00,93825,F03:55PM - 04:45PM,01/13/14 - 04/28/14,,61,CLOSED,ECON
777,PHIL 111,Discussion,0.00,93826,F02:20PM - 03:10PM,01/13/14 - 04/28/14,,62,CLOSED,ECON
778,BELL 106,Discussion,0.00,97150,F08:00AM - 08:50AM,01/13/14 - 04/28/14,,75,OPEN,ECON
779,MON 351,Discussion,0.00,97151,F09:35AM - 10:25AM,01/13/14 - 04/28/14,,76,CLOSED,ECON
780,OM 305,Discussion,0.00,97152,F11:10AM - 12:00PM,01/13/14 - 04/28/14,,77,CLOSED,ECON
781,1957 E 113,Principles of Economics,3.00,90153,TR11:10AM - 12:00PM,01/13/14 - 04/28/14,"Foster, I",13,OPEN,ECON
782,ROME 206,Discussion,0.00,93827,F08:00AM - 08:50AM,01/13/14 - 04/28/14,,63,OPEN,ECON
783,ROME 351,Discussion,0.00,93828,F09:35AM - 10:25AM,01/13/14 - 04/28/14,,64,OPEN,ECON
784,ROME 204,Discussion,0.00,93829,F11:10AM - 12:00PM,01/13/14 - 04/28/14,,65,OPEN,ECON
785,ROME 459,Discussion,0.00,93830,F12:45PM - 01:35PM,01/13/14 - 04/28/14,,66,CLOSED,ECON
786,PHIL 110,Discussion,0.00,93831,F02:20PM - 03:10PM,01/13/14 - 04/28/14,,67,CLOSED,ECON
787,ROME 206,Discussion,0.00,93832,F03:55PM - 04:45PM,01/13/14 - 04/28/14,,68,OPEN,ECON
788,PHIL 111,Discussion,0.00,93833,F08:00AM - 08:50AM,01/13/14 - 04/28/14,,69,OPEN,ECON
789,ROME 206,Discussion,0.00,93834,F09:35AM - 10:25AM,01/13/14 - 04/28/14,,70,OPEN,ECON
790,ROME 206,Discussion,0.00,93835,F11:10AM - 12:00PM,01/13/14 - 04/28/14,,71,OPEN,ECON
791,ROME 204,Discussion,0.00,93836,F12:45PM - 01:35PM,01/13/14 - 04/28/14,,72,CLOSED,ECON
792,FNGR 220,Discussion,0.00,93837,F02:20PM - 03:10PM,01/13/14 - 04/28/14,,73,CLOSED,ECON
793,FNGR 208,Discussion,0.00,93838,F03:55PM - 04:45PM,01/13/14 - 04/28/14,,74,CLOSED,ECON
794,AMES B105,Principles of Economics,3.00,91365,TR02:30PM - 03:45PM,01/13/14 - 04/28/14,"Hovander, E",MV,OPEN,ECON
795,ACAD 312,Discussion,0.00,91532,F02:30PM - 03:20PM,01/13/14 - 04/28/14,"Kalaj, J",M30,CLOSED,ECON
796,ACAD 312,Discussion,0.00,97550,F04:10PM - 05:00PM,01/13/14 - 04/28/14,"Kalaj, J",M31,OPEN,ECON
797,FNGR 223,Intermed Microeconomic Theory,3.00,90172,MF11:10AM - 12:25PM,01/13/14 - 04/28/14,"Weiner, J",10,OPEN,ECON
798,MON 110,Intermed Microeconomic Theory,3.00,90851,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Michos, L",11,CLOSED,ECON
799,1957 E B17ANDMPA 310,Intermed Microeconomic Theory,3.00,90171,M04:45PM - 06:00PMANDW04:45PM - 06:00PM,01/13/14 - 04/28/14,"Sheldon, G",12,OPEN,ECON
800,GOV 102,Intermed Microeconomic Theory,3.00,93297,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Parsons, D",13,OPEN,ECON
801,PHIL 109,Intermed Macroeconomic Theory,3.00,93298,TR08:00AM - 09:15AM,01/13/14 - 04/28/14,"Terrell, H",10,CLOSED,ECON
802,FNGR 207,Intermed Macroeconomic Theory,3.00,94175,MW11:10AM - 12:25PM,01/13/14 - 04/28/14,"Guisinger, A",11,CLOSED,ECON
803,MON 113,Intermed Macroeconomic Theory,3.00,97465,MW08:00AM - 09:15AM,01/13/14 - 04/28/14,"Fixler, D",12,OPEN,ECON
804,GELM B02,Intermed Macroeconomic Theory,3.00,90173,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Terrell, H",80,CLOSED,ECON
805,GELM B02,Survey of Economics,3.00,92107,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Terrell, H",80,CLOSED,ECON
806,,Intermed Micro: Mathematical,3.00,97467,,01/13/14 - 04/28/14,,10,CANCELLED,ECON
807,1957 E 111AND1776 G 143,Intermed Macro: Mathematical,3.00,94492,M12:45PM - 02:00PMANDW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Labadie, P",10,CLOSED,ECON
808,DUQUES 251,Financial Economics,3.00,90174,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Samaniego, R",10,CLOSED,ECON
809,GELM B02,Financial Economics,3.00,93299,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Copelman, M",11,CLOSED,ECON
810,1957 E 315,Introduction to Econometrics,3.00,90175,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Williams, B",80,OPEN,ECON
811,1957 E 315,Introduction to Econometrics,3.00,90515,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Williams, B",80,OPEN,STAT
812,,Continuing Research - Masters,1.00,91280,,01/13/14 - 04/28/14,"Jakeman, R",10,OPEN,EDUC
813,,Cont Research: Doctoral,1.00,91384,,01/13/14 - 04/28/14,"Nakib, Y",10,OPEN,EDUC
814,,Cont Research: Doctoral,1.00,92110,,01/13/14 - 04/28/14,"Jakeman, R",11,OPEN,EDUC
815,,Aesthetic Res. Methodologies,3.00,95799,,01/13/14 - 04/28/14,,10,CANCELLED,EDUC
816,1957 E 111,U'grad Coll Choice/Selection,1.00,97561,F02:10PM - 05:00PM,01/13/14 - 04/28/14,"Kirshstein, R",11,OPEN,EDUC
817,,Strength Male Student Engmnt,1.00,97562,,01/13/14 - 04/28/14,,12,CANCELLED,EDUC
818,,Research and Independent Study,1.00 TO   3.00,90187,,01/13/14 - 04/28/14,"Jakeman, R",10,OPEN,EDUC
